-35.00013318																																																																																																																																																						
0.005465781	0.010098901	0.014732021	0.019365141	0.02399826	0.02863138	0.0332645	0.03789762	0.042530739	0.047163859	0.051796979	0.056430099	0.061063218	0.065696338	0.070329458	0.074962578	0.079595698	0.084228817	0.088861937	0.093495057	0.098128177	0.102761296	0.107394416	0.112027536	0.116660656	0.121293776	0.125926895	0.130560015	0.135193135	0.139826255	0.144459374	0.149092494	0.153725614	0.158358734	0.162991853	0.167624973	0.172258093	0.176891213	0.181524333	0.186157452	0.190790572	0.195423692	0.200056812	0.204689931	0.209323051	0.213956171	0.218589291	0.22322241	0.22785553	0.23248865	0.23712177	0.24175489	0.246388009	0.251021129	0.255654249	0.260287369	0.264920488	0.269553608	0.274186728	0.278819848	0.283452967	0.288086087	0.292719207	0.297352327	0.301985447	0.306618566	0.311251686	0.315884806	0.320517926	0.325151045	0.329784165	0.334417285	0.339050405	0.343683524	0.348316644	0.352949764	0.357582884	0.362216004	0.366849123	0.371482243	0.376115363	0.380748483	0.385381602	0.390014722	0.394647842	0.399280962	0.403914081	0.408547201	0.413180321	0.417813441	0.422446561	0.42707968	0.4317128	0.43634592	0.44097904	0.445612159	0.450245279	0.454878399	0.459511519	0.464144638	0.468777758	0.473410878	0.478043998	0.482677118	0.487310237	0.491943357	0.496576477	0.501209597	0.505842716	0.510475836	0.515108956	0.519742076	0.524375195	0.529008315	0.533641435	0.538274555	0.542907675	0.547540794	0.552173914	0.556807034	0.561440154	0.566073273	0.570706393	0.575339513	0.579972633	0.584605753	0.589238872	0.593871992	0.598505112	0.603138232	0.607771351	0.612404471	0.617037591	0.621670711	0.62630383	0.63093695	0.63557007	0.64020319	0.64483631	0.649469429	0.654102549	0.658735669	0.663368789	0.668001908	0.672635028	0.677268148	0.681901268	0.686534387	0.691167507	0.695800627	0.700433747
0.00132626	0.011574632	0.026284061	0.049433325	0.06727755	0.081866409	0.091873644	0.098143236	0.093079334	0.087171449	0.078611044	0.070171208	0.048468773	0.046539667	0.036653002	0.024957801	0.019411623	0.01712081	0.014106583	0.007354714	0.007113576	0.005063902	0.004702194	0.003858211	0.002170244	0.002411382	0.001085122	0.000361707	0.000361707	0.000482276	0.000361707	0.000120569	0.000361707	0	0	0	0.000120569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000123609	0.000123609	0.000123609	0.000123609	0	0.000370828	0.000494438	0.000370828	0.000370828	0.000618047	0.000618047	0.000618047	0.001606922	0.001854141	0.00197775	0.002472188	0.002966625	0.003708282	0.003955501	0.005686032	0.005562423	0.00815822	0.007045735	0.008405439	0.009517923	0.010506799	0.011001236	0.013844252	0.013473424	0.017305315	0.016563659	0.018046972	0.017676143	0.019406675	0.019901112	0.020642769	0.022620519	0.026328801	0.02447466	0.027564895	0.028677379	0.029419036	0.026205192	0.027441286	0.028306551	0.02645241	0.02855377	0.024351051	0.028800989	0.025710754	0.024598269	0.022867738	0.023485785	0.022620519	0.020766378	0.022002472	0.018541409	0.019777503	0.020519159	0.016563659	0.014833127	0.01421508	0.013473424	0.011619283	0.011124845	0.01013597	0.011372064	0.01013597	0.007416564	0.006798517	0.006798517	0.00605686	0.00605686	0.004449938	0.003955501	0.003337454	0.003831891	0.003337454	0.002719407	0.002472188	0.00210136	0.001854141	0.001483313	0.00210136	0.000741656	0.000865266	0.000865266	0.000123609	0.000494438	0.000370828	0.000494438	0.000370828	0.000494438	0.000123609	0.000370828	0.000247219	0.000123609	0.000247219	0	0.000123609	0.000123609	0	0	0	0.000123609	0	0	0	0	0.000123609	
-36.00013318																																																																																																																																																						
0.004519883	0.008453371	0.01238686	0.016320349	0.020253838	0.024187327	0.028120816	0.032054305	0.035987794	0.039921283	0.043854771	0.04778826	0.051721749	0.055655238	0.059588727	0.063522216	0.067455705	0.071389194	0.075322683	0.079256172	0.08318966	0.087123149	0.091056638	0.094990127	0.098923616	0.102857105	0.106790594	0.110724083	0.114657572	0.11859106	0.122524549	0.126458038	0.130391527	0.134325016	0.138258505	0.142191994	0.146125483	0.150058972	0.15399246	0.157925949	0.161859438	0.165792927	0.169726416	0.173659905	0.177593394	0.181526883	0.185460372	0.189393861	0.193327349	0.197260838	0.201194327	0.205127816	0.209061305	0.212994794	0.216928283	0.220861772	0.224795261	0.228728749	0.232662238	0.236595727	0.240529216	0.244462705	0.248396194	0.252329683	0.256263172	0.260196661	0.264130149	0.268063638	0.271997127	0.275930616	0.279864105	0.283797594	0.287731083	0.291664572	0.295598061	0.29953155	0.303465038	0.307398527	0.311332016	0.315265505	0.319198994	0.323132483	0.327065972	0.330999461	0.33493295	0.338866438	0.342799927	0.346733416	0.350666905	0.354600394	0.358533883	0.362467372	0.366400861	0.37033435	0.374267838	0.378201327	0.382134816	0.386068305	0.390001794	0.393935283	0.397868772	0.401802261	0.40573575	0.409669239	0.413602727	0.417536216	0.421469705	0.425403194	0.429336683	0.433270172	0.437203661	0.44113715	0.445070639	0.449004127	0.452937616	0.456871105	0.460804594	0.464738083	0.468671572	0.472605061	0.47653855	0.480472039	0.484405527	0.488339016	0.492272505	0.496205994	0.500139483	0.504072972	0.508006461	0.51193995	0.515873439	0.519806928	0.523740416	0.527673905	0.531607394	0.535540883	0.539474372	0.543407861	0.54734135	0.551274839	0.555208328	0.559141816	0.563075305	0.567008794	0.570942283	0.574875772	0.578809261	0.58274275	0.586676239	0.590609728	0.594543216
0.00132626	0.009163251	0.026042923	0.043887147	0.064383892	0.074149988	0.085362913	0.093923318	0.08572462	0.086568604	0.077646491	0.069568363	0.058114299	0.045816253	0.040752351	0.030865686	0.020979021	0.019170485	0.016156258	0.012539185	0.007595852	0.007595852	0.004581625	0.004822763	0.004219918	0.001808536	0.002170244	0.001929105	0.001085122	0.000241138	0.000482276	0.000241138	0.000361707	0.000361707	0.000241138	0	0	0	0.000120569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000123609	0.000123609	0	0.000123609	0.000123609	0.000370828	0.000123609	0.000618047	0.000247219	0.000618047	0.000618047	0.000865266	0.001112485	0.001854141	0.001854141	0.00210136	0.002595797	0.003831891	0.00407911	0.003831891	0.005438813	0.007416564	0.00605686	0.007663782	0.009023486	0.009517923	0.011372064	0.010630408	0.013102596	0.012855377	0.018170581	0.016069221	0.015822002	0.0184178	0.018912237	0.020271941	0.019653894	0.021508035	0.025339926	0.023238566	0.027441286	0.027441286	0.027317676	0.025339926	0.027441286	0.025092707	0.026205192	0.027688504	0.023733004	0.025216316	0.02657602	0.02447466	0.022867738	0.021137206	0.02249691	0.021384425	0.018665019	0.021137206	0.018665019	0.018046972	0.0184178	0.017181706	0.014462299	0.012855377	0.01421508	0.011248455	0.009765142	0.009641533	0.010754017	0.010383189	0.008034611	0.007416564	0.00618047	0.005809642	0.005809642	0.005809642	0.00407911	0.003584672	0.00407911	0.003337454	0.002224969	0.002966625	0.002843016	0.00197775	0.00197775	0.001606922	0.001112485	0.001730532	0.000988875	0.000988875	0.000370828	0.000494438	0.000123609	0.000618047	0.000247219	0.000494438	0.000370828	0.000247219	0.000247219	0.000247219	0.000123609	0.000247219	0.000123609	0	0	0.000247219	0	0	0	0.000123609	0	0	0	0	0	0.000123609	
-37.00013318																																																																																																																																																						
0.00390707	0.007267484	0.010627899	0.013988314	0.017348729	0.020709143	0.024069558	0.027429973	0.030790387	0.034150802	0.037511217	0.040871631	0.044232046	0.047592461	0.050952875	0.05431329	0.057673705	0.06103412	0.064394534	0.067754949	0.071115364	0.074475778	0.077836193	0.081196608	0.084557022	0.087917437	0.091277852	0.094638267	0.097998681	0.101359096	0.104719511	0.108079925	0.11144034	0.114800755	0.118161169	0.121521584	0.124881999	0.128242414	0.131602828	0.134963243	0.138323658	0.141684072	0.145044487	0.148404902	0.151765316	0.155125731	0.158486146	0.161846561	0.165206975	0.16856739	0.171927805	0.175288219	0.178648634	0.182009049	0.185369463	0.188729878	0.192090293	0.195450708	0.198811122	0.202171537	0.205531952	0.208892366	0.212252781	0.215613196	0.21897361	0.222334025	0.22569444	0.229054854	0.232415269	0.235775684	0.239136099	0.242496513	0.245856928	0.249217343	0.252577757	0.255938172	0.259298587	0.262659001	0.266019416	0.269379831	0.272740246	0.27610066	0.279461075	0.28282149	0.286181904	0.289542319	0.292902734	0.296263148	0.299623563	0.302983978	0.306344393	0.309704807	0.313065222	0.316425637	0.319786051	0.323146466	0.326506881	0.329867295	0.33322771	0.336588125	0.33994854	0.343308954	0.346669369	0.350029784	0.353390198	0.356750613	0.360111028	0.363471442	0.366831857	0.370192272	0.373552686	0.376913101	0.380273516	0.383633931	0.386994345	0.39035476	0.393715175	0.397075589	0.400436004	0.403796419	0.407156833	0.410517248	0.413877663	0.417238078	0.420598492	0.423958907	0.427319322	0.430679736	0.434040151	0.437400566	0.44076098	0.444121395	0.44748181	0.450842225	0.454202639	0.457563054	0.460923469	0.464283883	0.467644298	0.471004713	0.474365127	0.477725542	0.481085957	0.484446372	0.487806786	0.491167201	0.494527616	0.49788803	0.501248445	0.50460886	0.507969274
0.001085122	0.008439836	0.022908126	0.041114058	0.058234869	0.066674705	0.082830962	0.08837714	0.081142995	0.082228117	0.076440801	0.071497468	0.060284543	0.047263082	0.043284302	0.035206173	0.027007475	0.020979021	0.016517965	0.016517965	0.011574632	0.007836991	0.007475283	0.004340487	0.004581625	0.003737642	0.003617073	0.002170244	0.002049674	0.001085122	0.001085122	0.000602845	0.000482276	0.000361707	0.000241138	0.000361707	0.000241138	0	0	0	0	0.000120569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
